first_gene,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16
ptsA,0.192658,0.245465,0.0, , , , , , , , , , , , , 
yijF,-0.531288, , , , , , , , , , , , , , , 
metJ,-1.25062, , , , , , , , , , , , , , , 
yiiX,0.445403, , , , , , , , , , , , , , , 
priA,-5.04863, , , , , , , , , , , , , , , 
cytR,0.0, , , , , , , , , , , , , , , 
ftsN,-4.72219, , , , , , , , , , , , , , , 
hslV,-0.281681,-0.514874, , , , , , , , , , , , , , 
menA,-0.595596,0.0, , , , , , , , , , , , , , 
glpF,0.0,0.33419,0.0, , , , , , , , , , , , , 
fpr,0.0, , , , , , , , , , , , , , , 
yiiQ,-0.463058, , , , , , , , , , , , , , , 
tpiA,-0.58489, , , , , , , , , , , , , , , 
cpxR,0.427247,-0.426097, , , , , , , , , , , , , , 
rhaT,0.286547, , , , , , , , , , , , , , , 
rhaB,-0.0254634,0.0,0.348725, , , , , , , , , , , , , 
rhaM,0.365508, , , , , , , , , , , , , , , 
frvA,0.331387,0.230323,0.0,0.463322, , , , , , , , , , , , 
fdoG,0.0,0.0,0.231738,-1.30848, , , , , , , , , , , , 
yihU,-0.423459,0.351861,0.0, , , , , , , , , , , , , 
yihR,0.0, , , , , , , , , , , , , , , 
yihQ,0.585411, , , , , , , , , , , , , , , 
yihP,0.446626,0.0, , , , , , , , , , , , , , 
ompL,0.0, , , , , , , , , , , , , , , 
glnA,0.249578,-4.69243,-5.06,-4.1594, , , , , , , , , , , , 
yshB,-0.788551, , , , , , , , , , , , , , , 
yihA,-5.77458, , , , , , , , , , , , , , , 
yihG,0.0, , , , , , , , , , , , , , , 
mobA,-0.490538,-0.33064, , , , , , , , , , , , , , 
fadB,-1.03046,-0.0243165, , , , , , , , , , , , , , 
rfaH,-0.661987, , , , , , , , , , , , , , , 
ysgA,0.0, , , , , , , , , , , , , , , 
metR,0.0, , , , , , , , , , , , , , , 
rhtB,0.241415, , , , , , , , , , , , , , , 
yigI,0.551863, , , , , , , , , , , , , , , 
rarD,0.0, , , , , , , , , , , , , , , 
yigG,1.37612,-0.503485, , , , , , , , , , , , , , 
yigE,0.0, , , , , , , , , , , , , , , 
cyaY,-0.683268, , , , , , , , , , , , , , , 
hemC,0.0,-1.77679,-1.29912,0.0, , , , , , , , , , , , 
aslA,0.287398, , , , , , , , , , , , , , , 
rhlB,0.570533, , , , , , , , , , , , , , , 
gpp,-0.187419, , , , , , , , , , , , , , , 
yifN,-0.665936,-1.61801, , , , , , , , , , , , , , 
ppiC,0.419722, , , , , , , , , , , , , , , 
ilvY,0.0, , , , , , , , , , , , , , , 
yifB,0.455377, , , , , , , , , , , , , , , 
hdfR,-0.448182, , , , , , , , , , , , , , , 
yieP,-0.38921,-2.33291, , , , , , , , , , , , , , 
ravA,0.0,-2.0204, , , , , , , , , , , , , , 
asnC,0.238125,-1.43821,-1.34396,-9.92273, , , , , , , , , , , , 
atpI,-0.466995,-0.462051,-0.450046,-0.427964,-0.594041,-0.875386,-1.23522,-1.00598,-1.05896, , , , , , , 
glmU,-5.03157,0.232073, , , , , , , , , , , , , , 
pstS,-1.21339,-1.00127,-0.592784,-3.3342,-3.70051, , , , , , , , , , , 
bglG,0.483924,-2.36842,-0.277213, , , , , , , , , , , , , 
bglH,-0.640355,0.0,0.0, , , , , , , , , , , , , 
purP,-0.525518, , , , , , , , , , , , , , , 
dnaA,-6.51803,-7.6076,-5.25345, , , , , , , , , , , , , 
gyrB,-6.76448, , , , , , , , , , , , , , , 
yidB,-1.09717, , , , , , , , , , , , , , , 
yidA,0.0, , , , , , , , , , , , , , , 
dgoR,-2.03604,0.0,-4.86297,-0.438495,-1.17539, , , , , , , , , , , 
yidR,0.0, , , , , , , , , , , , , , , 
ibpA,0.0,0.0, , , , , , , , , , , , , , 
yidE,-0.683219, , , , , , , , , , , , , , , 
glvC,-0.31986,0.0,0.0,0.0, , , , , , , , , , , , 
yidK,-3.38544,0.0, , , , , , , , , , , , , , 
yidH,0.0,-0.385337,0.0, , , , , , , , , , , , , 
istr-2,0.0,0.0, , , , , , , , , , , , , , 
ivbL,-0.238617,-0.526711,0.0,-0.280176,0.0,-0.374155, , , , , , , , , , 
uhpT,-0.535999, , , , , , , , , , , , , , , 
yicO,0.0, , , , , , , , , , , , , , , 
yicN,0.0, , , , , , , , , , , , , , , 
nepI,-1.29321, , , , , , , , , , , , , , , 
nlpA,0.0, , , , , , , , , , , , , , , 
yicJ,0.0,0.0, , , , , , , , , , , , , , 
gltS,0.0, , , , , , , , , , , , , , , 
ligB,0.0, , , , , , , , , , , , , , , 
rph,0.0,0.0, , , , , , , , , , , , , , 
yicR,0.0,-9.40225,-6.92079,0.0, , , , , , , , , , , , 
waaQ,-0.867856,-1.9582,-1.86548,0.0,0.0,0.0,0.0,0.0,0.0,0.0, , , , , , 
htrL,-0.57133, , , , , , , , , , , , , , , 
kbl,-1.14473,-1.40937, , , , , , , , , , , , , , 
waaH,-2.18745, , , , , , , , , , , , , , , 
yibN,0.0, , , , , , , , , , , , , , , 
grxC,0.0, , , , , , , , , , , , , , , 
secB,-4.9636,-4.38179, , , , , , , , , , , , , , 
cysE,-2.82449, , , , , , , , , , , , , , , 
yibT,0.0, , , , , , , , , , , , , , , 
yibI,0.0856382,-3.73, , , , , , , , , , , , , , 
yibF,0.0, , , , , , , , , , , , , , , 
selA,-0.62138,0.0, , , , , , , , , , , , , , 
yiaY,-1.65764, , , , , , , , , , , , , , , 
aldB,0.0, , , , , , , , , , , , , , , 
yiaW,0.430613,0.0, , , , , , , , , , , , , , 
yiaT,0.0, , , , , , , , , , , , , , , 
yiaJ,0.955666, , , , , , , , , , , , , , , 
ysaA,-3.52556, , , , , , , , , , , , , , , 
bax,0.0, , , , , , , , , , , , , , , 
xylA,-3.92204,0.515263, , , , , , , , , , , , , , 
yiaB,0.0, , , , , , , , , , , , , , , 
yiaA,0.0, , , , , , , , , , , , , , , 
ysaB,0.911589, , , , , , , , , , , , , , , 
glyQ,-8.05639,-9.09699, , , , , , , , , , , , , , 
hokA,-1.97481, , , , , , , , , , , , , , , 
yiaF,-2.5058, , , , , , , , , , , , , , , 
bisC,0.0, , , , , , , , , , , , , , , 
yhjY,0.0, , , , , , , , , , , , , , , 
yhjX,0.0, , , , , , , , , , , , , , , 
eptB,-0.564643, , , , , , , , , , , , , , , 
proK,0.0, , , , , , , , , , , , , , , 
dppA,-0.58706,-1.51433,0.0,-0.31987,0.214482, , , , , , , , , , , 
ldrD,0.0, , , , , , , , , , , , , , , 
yhjR,0.0, , , , , , , , , , , , , , , 
bcsQ,0.433251, , , , , , , , , , , , , , , 
bcsA,-0.371156,0.0,0.340745,0.0, , , , , , , , , , , , 
yhjK,-1.5446, , , , , , , , , , , , , , , 
dctA,0.0, , , , , , , , , , , , , , , 
yhjJ,0.0, , , , , , , , , , , , , , , 
yhjH,0.0, , , , , , , , , , , , , , , 
yhjG,-0.533244, , , , , , , , , , , , , , , 
yhjB,0.0, , , , , , , , , , , , , , , 
yhjA,-7.27937, , , , , , , , , , , , , , , 
gadA,0.0,0.0,0.399625, , , , , , , , , , , , , 
arrS,0.0, , , , , , , , , , , , , , , 
hdeA,0.372378,0.0,0.0, , , , , , , , , , , , , 
insH-11,0.0, , , , , , , , , , , , , , , 
dinQ,0.0, , , , , , , , , , , , , , , 
prlC,-3.65429,0.0, , , , , , , , , , , , , , 
uspB,0.0, , , , , , , , , , , , , , , 
yhiN,-2.76022, , , , , , , , , , , , , , , 
yhiL,-0.93721, , , , , , , , , , , , , , , 
yhiK,-0.639588, , , , , , , , , , , , , , , 
yhiJ,-2.45136, , , , , , , , , , , , , , , 
yhiI,0.429161,-4.20715,0.294939, , , , , , , , , , , , , 
yhhS,-4.51186, , , , , , , , , , , , , , , 
tusA,-5.50173, , , , , , , , , , , , , , , 
yhhM,0.364968, , , , , , , , , , , , , , , 
ftsY,-3.72526,-2.69315,-1.77107, , , , , , , , , , , , , 
rpoH,-6.49999, , , , , , , , , , , , , , , 
livJ,0.22564, , , , , , , , , , , , , , , 
livK,-0.298089,0.0,0.0,-5.1524,0.344035, , , , , , , , , , , 
ugpB,0.364786,-0.448802,-0.225121,0.0,0.0, , , , , , , , , , , 
ggt,0.0, , , , , , , , , , , , , , , 
ryhB,-0.392951, , , , , , , , , , , , , , , 
yhhX,-6.80856, , , , , , , , , , , , , , , 
yhhW,-0.92824, , , , , , , , , , , , , , , 
gntR,-0.44533,-1.7511,0.0, , , , , , , , , , , , , 
asd,0.446731, , , , , , , , , , , , , , , 
glgB,0.0,0.0,-0.826787,-1.85946,-3.67468, , , , , , , , , , , 
yzgL,-2.37021, , , , , , , , , , , , , , , 
glpE,0.0,0.0,-2.27772, , , , , , , , , , , , , 
rtcB,0.0,-0.593018, , , , , , , , , , , , , , 
malP,0.0,0.0, , , , , , , , , , , , , , 
bioH,0.0, , , , , , , , , , , , , , , 
ompR,-2.89507,-1.64768, , , , , , , , , , , , , , 
yhgE,0.0, , , , , , , , , , , , , , , 
nudE,0.0, , , , , , , , , , , , , , , 
hofM,0.0,0.0,0.472869,0.0, , , , , , , , , , , , 
hofQ,0.0, , , , , , , , , , , , , , , 
aroK,-3.0036,-1.93101,-0.615163,-1.37981,-0.726578,0.31103,-9.65214, , , , , , , , , 
yhfZ,-0.524221,0.0, , , , , , , , , , , , , , 
yhfX,0.406211,0.0,0.0,0.0,-0.974143,0.0, , , , , , , , , , 
ppiA,0.0, , , , , , , , , , , , , , , 
yhfG,0.0,-0.409936,-0.868387, , , , , , , , , , , , , 
argD,0.0, , , , , , , , , , , , , , , 
crpT,0.0, , , , , , , , , , , , , , , 
yhfA,0.0, , , , , , , , , , , , , , , 
kefG,0.591142,0.0,0.0, , , , , , , , , , , , , 
slyD,0.500389, , , , , , , , , , , , , , , 
fkpA,0.0, , , , , , , , , , , , , , , 
yheO,-4.41273,-4.5817,-5.77192,-4.1043, , , , , , , , , , , , 
rpsL,-9.43196,-7.68278,-7.62075,-4.16856, , , , , , , , , , , , 
chiA,0.0, , , , , , , , , , , , , , , 
bfd,0.0,-0.35312, , , , , , , , , , , , , , 
gspA,0.0,-0.385121, , , , , , , , , , , , , , 
rpsJ,-7.37487,-7.2755,-7.80566,-8.86679,-9.64043,-9.12289,-6.33929,-7.32943,-7.61526,-5.85965,-5.46082, , , , , 
rplN,-6.64252,-8.03033,-7.7953,-9.52841,-9.68276,-5.33643,-8.97799,-6.84504,-6.53723,-8.0363,-6.84468,-8.05605, , , , 
rpsM,-7.58455,-9.06739,-7.18955,-7.0194,-6.82309, , , , , , , , , , , 
yhdN,0.0,0.0, , , , , , , , , , , , , , 
arfA,0.0, , , , , , , , , , , , , , , 
smf,0.582399, , , , , , , , , , , , , , , 
smg,0.516394, , , , , , , , , , , , , , , 
yrdD,-2.70464,-4.94198,-1.64806,0.0, , , , , , , , , , , , 
rrsD,0.0,0.0,0.0,0.0,0.0,-1.4303,0.0, , , , , , , , , 
envR,0.0, , , , , , , , , , , , , , , 
b3254,0.0, , , , , , , , , , , , , , , 
csrD,0.0, , , , , , , , , , , , , , , 
mreB,-5.7773,-6.26495,-5.42162, , , , , , , , , , , , , 
yhdE,0.0, , , , , , , , , , , , , , , 
rng,-0.62512, , , , , , , , , , , , , , , 
yhdP,0.0, , , , , , , , , , , , , , , 
tldD,-0.514427, , , , , , , , , , , , , , , 
aaeX,0.556916,0.302945,0.475117, , , , , , , , , , , , , 
yhcO,0.0, , , , , , , , , , , , , , , 
mdh,0.0, , , , , , , , , , , , , , , 
yhcM,0.0, , , , , , , , , , , , , , , 
rplM,-9.77511,-8.74684, , , , , , , , , , , , , , 
rpsI3',-2.44594, , , , , , , , , , , , , , , 
sspA,-2.49037,-1.64165, , , , , , , , , , , , , , 
nanR,0.0, , , , , , , , , , , , , , , 
nanA,0.0,0.265003,0.392853,-0.692913,0.43767, , , , , , , , , , , 
insH-10,0.0, , , , , , , , , , , , , , , 
yhcC,0.380444, , , , , , , , , , , , , , , 
arcB,-1.20697, , , , , , , , , , , , , , , 
elbB,-1.65971,0.0, , , , , , , , , , , , , , 
mlaF,-0.578009,-0.520587,-0.54525,-0.521068,-0.59393, , , , , , , , , , , 
ibaG,-7.73526,-8.17826, , , , , , , , , , , , , , 
rplU,-8.80548,-10.9637, , , , , , , , , , , , , , 
yhbE,-1.80839,-4.41364, , , , , , , , , , , , , , 
greA,0.894234, , , , , , , , , , , , , , , 
rlmE,-6.67776,-7.46209, , , , , , , , , , , , , , 
folP,-0.724529,-5.9793, , , , , , , , , , , , , , 
secG,-7.17467,-9.18814, , , , , , , , , , , , , , 
yhbX,0.182295, , , , , , , , , , , , , , , 
metY,-10.1144,-7.46905,-8.06099,-7.43347,-6.04816,-0.755726,-8.59206,-8.21042, , , , , , , , 
nlpI,-1.97325, , , , , , , , , , , , , , , 
yrbN,-2.50758,-2.33169, , , , , , , , , , , , , , 
mtr,0.306083, , , , , , , , , , , , , , , 
yhbT,-0.903518,-0.455292, , , , , , , , , , , , , , 
yhbP,0.0, , , , , , , , , , , , , , , 
yraR,-0.412539, , , , , , , , , , , , , , , 
yraQ,0.0, , , , , , , , , , , , , , , 
rsmI,-0.616865, , , , , , , , , , , , , , , 
agaR,0.0, , , , , , , , , , , , , , , 
garP,0.25571,0.0,0.335967,0.0,-6.58788, , , , , , , , , , , 
tdcA,-1.02467,-0.404969,0.318122,0.0,0.0,0.443241,0.0, , , , , , , , , 
yhaO,-0.621506,-0.509163, , , , , , , , , , , , , , 
yhaJ,0.0, , , , , , , , , , , , , , , 
uxaC,0.0,0.0, , , , , , , , , , , , , , 
ygjV,-0.576861, , , , , , , , , , , , , , , 
rlmG,0.0, , , , , , , , , , , , , , , 
higB,0.0,-7.99259, , , , , , , , , , , , , , 
ygjH,-3.90517, , , , , , , , , , , , , , , 
aer,-4.2995, , , , , , , , , , , , , , , 
yqjH,-4.21167, , , , , , , , , , , , , , , 
mug,0.0, , , , , , , , , , , , , , , 
tsaD,-5.88879, , , , , , , , , , , , , , , 
ttdR,0.398107, , , , , , , , , , , , , , , 
folB,-1.93841, , , , , , , , , , , , , , , 
bacA,-3.24924, , , , , , , , , , , , , , , 
ygiF,0.0,0.0, , , , , , , , , , , , , , 
rfaE,-3.88167, , , , , , , , , , , , , , , 
sibE,0.0, , , , , , , , , , , , , , , 
sibD,-3.32257, , , , , , , , , , , , , , , 
glgS,-0.446869, , , , , , , , , , , , , , , 
sroG,-0.731623,0.0, , , , , , , , , , , , , , 
ygiD,0.0, , , , , , , , , , , , , , , 
nudF,-0.441621,0.0,-0.355161,0.0,-7.02166, , , , , , , , , , , 
ygiZ,-5.0511, , , , , , , , , , , , , , , 
ygiW,0.0, , , , , , , , , , , , , , , 
ygiV,0.361195, , , , , , , , , , , , , , , 
mqsR,0.0,-5.62171, , , , , , , , , , , , , , 
ygiS,0.595444, , , , , , , , , , , , , , , 
parC,-7.75099, , , , , , , , , , , , , , , 
plsC,-6.75577, , , , , , , , , , , , , , , 
ftsP,-1.49208, , , , , , , , , , , , , , , 
ygiQ,0.0, , , , , , , , , , , , , , , 
yqhC,0.0, , , , , , , , , , , , , , , 
exbB,-0.904814,0.0, , , , , , , , , , , , , , 
yqhA,-0.019096, , , , , , , , , , , , , , , 
yghX_2,0.0,-4.09685, , , , , , , , , , , , , , 
yghW,0.0, , , , , , , , , , , , , , , 
hybO,0.0,-3.6082,0.0,-0.517706,-0.343152,-7.57533,0.0,-2.95863, , , , , , , , 
gss,-0.0982926, , , , , , , , , , , , , , , 
pitB,0.0, , , , , , , , , , , , , , , 
yghS,-0.532995,-2.32014, , , , , , , , , , , , , , 
yghQ,0.0, , , , , , , , , , , , , , , 
yghO,0.402243, , , , , , , , , , , , , , , 
glcD,0.278422,-5.28665,0.0,0.0,0.256791,-0.87485, , , , , , , , , , 
yghJ,0.0, , , , , , , , , , , , , , , 
pppA,-0.64031, , , , , , , , , , , , , , , 
yghG,-2.02268, , , , , , , , , , , , , , , 
yghF,0.0, , , , , , , , , , , , , , , 
yghE,-4.99139,0.4178, , , , , , , , , , , , , , 
speC,0.0, , , , , , , , , , , , , , , 
trmI,0.0,0.0, , , , , , , , , , , , , , 
yggN,0.0, , , , , , , , , , , , , , , 
ansB,-1.07247, , , , , , , , , , , , , , , 
yggM,0.0, , , , , , , , , , , , , , , 
yggR,-1.28284, , , , , , , , , , , , , , , 
yqgD,-5.27544, , , , , , , , , , , , , , , 
yqgB,0.0, , , , , , , , , , , , , , , 
speA,0.0,0.0, , , , , , , , , , , , , , 
tktA,-4.23787, , , , , , , , , , , , , , , 
cmtB,0.0,0.0,0.0,0.641898,0.0,-0.566418, , , , , , , , , , 
epd,-0.359491,-7.20279,-5.86475, , , , , , , , , , , , , 
mscS,-0.559618, , , , , , , , , , , , , , , 
argO,0.0, , , , , , , , , , , , , , , 
yggE,-3.59896, , , , , , , , , , , , , , , 
ygfI,-3.11325, , , , , , , , , , , , , , , 
yqfE,0.0, , , , , , , , , , , , , , , 
rpiA,-0.948996, , , , , , , , , , , , , , , 
serA,-2.66614, , , , , , , , , , , , , , , 
ibsC,0.0, , , , , , , , , , , , , , , 
ygfB,0.325278,-0.425449,-2.30661,0.0, , , , , , , , , , , , 
gcvT,0.251321,0.2408,0.313027, , , , , , , , , , , , , 
ygfF,0.0, , , , , , , , , , , , , , , 
yqfB,-0.682343, , , , , , , , , , , , , , , 
yqfA,-0.563201, , , , , , , , , , , , , , , 
cptB,-0.408364,-0.448106, , , , , , , , , , , , , , 
xerD,-0.471641,-0.523575,-0.311526,-7.90008,-6.05048, , , , , , , , , , , 
ygfT,0.310213,0.0, , , , , , , , , , , , , , 
yqeC,0.0, , , , , , , , , , , , , , , 
yqeB,0.0, , , , , , , , , , , , , , , 
ygeV,0.0, , , , , , , , , , , , , , , 
ygeR,0.262909, , , , , , , , , , , , , , , 
glyU,0.0, , , , , , , , , , , , , , , 
ygeQ,0.452381, , , , , , , , , , , , , , , 
ygeP,0.0,0.0, , , , , , , , , , , , , , 
insC-4,0.0,0.0,-0.642592,0.0,0.0, , , , , , , , , , , 
ygeL,-1.56612,0.0, , , , , , , , , , , , , , 
yqeK,0.0, , , , , , , , , , , , , , , 
yqeL,-4.21117, , , , , , , , , , , , , , , 
yqeF,0.024401, , , , , , , , , , , , , , , 
kduI,0.0, , , , , , , , , , , , , , , 
kduD,-0.0701204, , , , , , , , , , , , , , , 
araE,0.319654, , , , , , , , , , , , , , , 
ygeA,-4.45915, , , , , , , , , , , , , , , 
lysA,0.0, , , , , , , , , , , , , , , 
omrB,0.0, , , , , , , , , , , , , , , 
omrA,0.0, , , , , , , , , , , , , , , 
aas,0.381015,0.0, , , , , , , , , , , , , , 
ygdT,0.69271, , , , , , , , , , , , , , , 
rppH,-0.820447,0.382567, , , , , , , , , , , , , , 
lgt,-8.6618,-4.68116, , , , , , , , , , , , , , 
ppdA,-3.39048,-2.98674,0.0,0.0,-0.990912, , , , , , , , , , , 
ptrA,0.0,-0.94808,-0.497799, , , , , , , , , , , , , 
amiC,0.680227, , , , , , , , , , , , , , , 
mltA,0.0, , , , , , , , , , , , , , , 
tcdA,0.442495, , , , , , , , , , , , , , , 
ygdI,-4.02813, , , , , , , , , , , , , , , 
gcvA,0.713323, , , , , , , , , , , , , , , 
ygdD,-0.531121, , , , , , , , , , , , , , , 
rlmM,-1.09447, , , , , , , , , , , , , , , 
fucA,0.0,-1.26256, , , , , , , , , , , , , , 
syd,-0.360478, , , , , , , , , , , , , , , 
csrB,0.0, , , , , , , , , , , , , , , 
yqcC,0.0,0.889189,-0.567149, , , , , , , , , , , , , 
gudP,0.320681,0.37731,-0.386654, , , , , , , , , , , , , 
rlmD,0.0, , , , , , , , , , , , , , , 
relA,-0.646206,0.0,0.391871,0.0, , , , , , , , , , , , 
pyrG,-2.76777,-8.06418, , , , , , , , , , , , , , 
queE,-0.315421, , , , , , , , , , , , , , , 
ygcW,0.224018, , , , , , , , , , , , , , , 
ygcU,0.0, , , , , , , , , , , , , , , 
ygcS,-0.560446, , , , , , , , , , , , , , , 
ygcR,0.374858,0.0, , , , , , , , , , , , , , 
cysJ,0.0,0.314409,-1.52997, , , , , , , , , , , , , 
cas3,0.0, , , , , , , , , , , , , , , 
casA,0.0,0.0,0.0,0.0,1.07072,-0.300097,0.0, , , , , , , , , 
cysD,0.0,0.481052,-0.279717, , , , , , , , , , , , , 
ygbE,0.332596, , , , , , , , , , , , , , , 
ftsB,-6.7837, , , , , , , , , , , , , , , 
ispD,-5.50698,-1.70299, , , , , , , , , , , , , , 
truD,0.0, , , , , , , , , , , , , , , 
umpG,0.0,-0.583026, , , , , , , , , , , , , , 
nlpD,-0.277705,-0.607366, , , , , , , , , , , , , , 
ygbI,0.0, , , , , , , , , , , , , , , 
ygbA,0.0, , , , , , , , , , , , , , , 
hycA,0.331939,0.0,-0.320085,-0.257715,-1.3409,0.0,0.286284,0.422206,0.0, , , , , , , 
ascG,-0.302078, , , , , , , , , , , , , , , 
hydN,0.00597543,-0.504057, , , , , , , , , , , , , , 
norR,-0.805167, , , , , , , , , , , , , , , 
mltB,0.0, , , , , , , , , , , , , , , 
pncC,0.388864, , , , , , , , , , , , , , , 
recA,-1.60132,0.0, , , , , , , , , , , , , , 
alaS,-9.07578, , , , , , , , , , , , , , , 
csrA,-5.57239, , , , , , , , , , , , , , , 
serV,-9.56693,0.0,0.0,0.0,-8.19182, , , , , , , , , , , 
yqaB,-2.09012,0.425588, , , , , , , , , , , , , , 
gshA,0.586441, , , , , , , , , , , , , , , 
luxS,0.0, , , , , , , , , , , , , , , 
ygaC,0.0, , , , , , , , , , , , , , , 
stpA,-0.915314, , , , , , , , , , , , , , , 
yqaE,0.0, , , , , , , , , , , , , , , 
ygaU,0.0, , , , , , , , , , , , , , , 
ileY,-9.66125, , , , , , , , , , , , , , , 
ypjC,0.0, , , , , , , , , , , , , , , 
ypjB,-0.488422, , , , , , , , , , , , , , , 
pinH,-0.524143, , , , , , , , , , , , , , , 
ypjA,0.0, , , , , , , , , , , , , , , 
ypjM_1,-2.92646,0.0, , , , , , , , , , , , , , 
ypjM_3,0.0,-0.153673, , , , , , , , , , , , , , 
yfjM,0.0, , , , , , , , , , , , , , , 
yfjL,-3.50385,-0.584551, , , , , , , , , , , , , , 
yfjH,0.0, , , , , , , , , , , , , , , 
ratA,-5.08706,0.0, , , , , , , , , , , , , , 
grpE,0.0, , , , , , , , , , , , , , , 
ffh,-5.78344, , , , , , , , , , , , , , , 
rpsP5',-6.04294, , , , , , , , , , , , , , , 
rpsP,-7.18819,-2.16563,-9.42865,-9.07302, , , , , , , , , , , , 
aroF,0.341553,1.57592, , , , , , , , , , , , , , 
rluD,-6.82497,-1.22012, , , , , , , , , , , , , , 
ryfD,-0.0286147, , , , , , , , , , , , , , , 
clpB,0.304758, , , , , , , , , , , , , , , 
rrsG,-8.01095,-7.54411,-8.65416,-8.86086, , , , , , , , , , , , 
kgtP,0.622306, , , , , , , , , , , , , , , 
yfiF,-0.7238, , , , , , , , , , , , , , , 
grcA,0.0, , , , , , , , , , , , , , , 
yfiE,-0.459249, , , , , , , , , , , , , , , 
yfiC,0.0, , , , , , , , , , , , , , , 
rpoE,-5.6781,0.890187,0.771904,0.0, , , , , , , , , , , , 
lepA,-7.11745,-6.21406, , , , , , , , , , , , , , 
rnc,-4.18383,-3.98365,-0.757871,-6.18572,-0.880042, , , , , , , , , , , 
ryfB,0.0, , , , , , , , , , , , , , , 
shoB,0.0, , , , , , , , , , , , , , , 
pgpC,0.0,-1.06621, , , , , , , , , , , , , , 
purL,0.40488, , , , , , , , , , , , , , , 
glmY,0.0, , , , , , , , , , , , , , , 
glrK,0.344202, , , , , , , , , , , , , , , 
yfhG,0.27619, , , , , , , , , , , , , , , 
glrR,-0.358723,-1.79098, , , , , , , , , , , , , , 
glyA,-7.3764, , , , , , , , , , , , , , , 
yphG,-0.55726, , , , , , , , , , , , , , , 
yphF,-1.2459,0.0,-0.662158, , , , , , , , , , , , , 
yphC,0.468444,0.0, , , , , , , , , , , , , , 
hcaR,0.0,0.0, , , , , , , , , , , , , , 
hcaT,-0.368616, , , , , , , , , , , , , , , 
trmJ,-2.12228, , , , , , , , , , , , , , , 
iscR,-1.55386,-5.27239,-1.91073,-2.48555, , , , , , , , , , , , 
hscB,-0.98432,-3.82279,-1.84741,0.0, , , , , , , , , , , , 
pepB,0.0, , , , , , , , , , , , , , , 
sseB,-2.15645, , , , , , , , , , , , , , , 
IS129,0.0, , , , , , , , , , , , , , , 
C0614,0.0, , , , , , , , , , , , , , , 
yfhM,-0.825459,-0.358954, , , , , , , , , , , , , , 
ndk,0.330152, , , , , , , , , , , , , , , 
rlmN,-0.886903, , , , , , , , , , , , , , , 
rodZ,-2.03105, , , , , , , , , , , , , , , 
ispG,-1.39399,-9.22416, , , , , , , , , , , , , , 
hisS,-9.02672, , , , , , , , , , , , , , , 
yfgM,-2.46706, , , , , , , , , , , , , , , 
bamB,-4.07239,-7.89322, , , , , , , , , , , , , , 
yfgJ,0.0, , , , , , , , , , , , , , , 
guaB,-0.702948,-1.14519, , , , , , , , , , , , , , 
yfgF,0.0, , , , , , , , , , , , , , , 
upp,-0.921722,0.844911, , , , , , , , , , , , , , 
hda,-6.8027, , , , , , , , , , , , , , , 
yfgO,0.0, , , , , , , , , , , , , , , 
dapA,-8.99579,0.0, , , , , , , , , , , , , , 
purC,0.603425, , , , , , , , , , , , , , , 
ypfJ,0.0,0.0, , , , , , , , , , , , , , 
ypfH,0.343121, , , , , , , , , , , , , , , 
ypfM,0.0, , , , , , , , , , , , , , , 
aegA,0.0, , , , , , , , , , , , , , , 
nudK,0.0, , , , , , , , , , , , , , , 
ypfG,0.0, , , , , , , , , , , , , , , 
maeB,-0.633945, , , , , , , , , , , , , , , 
eutS,0.232912,-2.96416,-5.79633,0.0,-1.23499,0.0, , , , , , , , , , 
eutN,-1.06428,0.0,0.256453,0.28223, , , , , , , , , , , , 
eutH,-0.180748,0.0, , , , , , , , , , , , , , 
eutB,-0.54315,0.0,-0.424007,0.0,0.283382, , , , , , , , , , , 
ypeA,0.0,0.410277, , , , , , , , , , , , , , 
yfeY,0.0,0.0, , , , , , , , , , , , , , 
murR,0.0, , , , , , , , , , , , , , , 
ucpA,0.0, , , , , , , , , , , , , , , 
cysP,-1.49279,0.0,0.0,0.0,0.0, , , , , , , , , , , 
pdxK,0.0, , , , , , , , , , , , , , , 
zipA5',0.0, , , , , , , , , , , , , , , 
zipA,-7.16084, , , , , , , , , , , , , , , 
ligA,-1.68437,-1.18154, , , , , , , , , , , , , , 
yfeR,0.278627, , , , , , , , , , , , , , , 
xapA,0.0,0.0, , , , , , , , , , , , , , 
xapR,-1.25354, , , , , , , , , , , , , , , 
gltX,-6.76179, , , , , , , , , , , , , , , 
alaW,0.0,0.0, , , , , , , , , , , , , , 
yfeA,0.0, , , , , , , , , , , , , , , 
mntH,-0.47475, , , , , , , , , , , , , , , 
glk,0.0, , , , , , , , , , , , , , , 
fryB,0.0,0.348472,0.0,0.0,0.323769, , , , , , , , , , , 
alaC,0.0, , , , , , , , , , , , , , , 
tpke70,0.0, , , , , , , , , , , , , , , 
yfdY,0.0, , , , , , , , , , , , , , , 
yfdX,0.0,0.424229,0.0,0.357813,0.396185, , , , , , , , , , , 
emrK,0.0,-0.39792, , , , , , , , , , , , , , 
dsdC,0.34889, , , , , , , , , , , , , , , 
yfdO,0.0,0.49247,0.528507,-0.46969,0.0, , , , , , , , , , , 
mlaA,-0.595942, , , , , , , , , , , , , , , 
yfcZ,-0.467225, , , , , , , , , , , , , , , 
